Country_Code,ICAO_Code,Category_Code,Description,Latitude,Longitude
ZA,CT430,WPT,&nbsp;,-33.94177917,18.46680528
ZA,CT432,WPT,&nbsp;,-33.89869639,18.44657611
ZA,RIV,WPT,&nbsp;,-33.79956944,18.36447222
ZA,OKLEM,WPT,&nbsp;,-33.73448611,18.88051472
ZA,CT524,WPT,&nbsp;,-33.82104,18.81942167
ZA,CT522,WPT,&nbsp;,-34.0380175,18.73995194
ZA,CT520,WPT,&nbsp;,-34.06431,18.71707306
ZA,CT500,WPT,&nbsp;,-34.03616111,18.62426139
ZA,RW01,WPT,&nbsp;,-33.987735,18.6088925
ZA,CT402,WPT,&nbsp;,-33.91948278,18.58726722
ZA,CT406,WPT,&nbsp;,-33.831955,18.48719389
ZA,RIV,WPT,&nbsp;,-33.79956944,18.36447222
ZA,RIV,WPT,&nbsp;,-33.79956944,18.36447222
ZA,CT534,WPT,&nbsp;,-33.9894775,18.43772111
ZA,CT532,WPT,&nbsp;,-34.07370333,18.47031806
ZA,CT530,WPT,&nbsp;,-34.11991417,18.5433575
ZA,CT528,WPT,&nbsp;,-34.11510306,18.57676889
ZA,CT500,WPT,&nbsp;,-34.03616111,18.62426139
ZA,RW01,WPT,&nbsp;,-33.987735,18.6088925
ZA,CT402,WPT,&nbsp;,-33.91948278,18.58726722
ZA,CT406,WPT,&nbsp;,-33.831955,18.48719389
ZA,OKLAS,WPT,&nbsp;,-33.64208333,18.499725
ZA,UTREV,WPT,UTREV,-33.76789722,18.41184167
ZA,NESIK,WPT,NESIK,-33.71540278,18.65033889
ZA,C2T1,WPT,C2T1,-33.74170833,18.53112778
ZA,CT2F1,WPT,CT2F1,-33.84090556,18.562425
ZA,CT2SD,WPT,CT2SD,-33.89570556,18.57974722
ZA,RW19,WPT,RW19,-33.95983889,18.60005
ZA,CT2M1,WPT,CT2M1,-34.19825278,18.67580833
ZA,CT2M2,WPT,CT2M2,-34.247,18.45206667
ZA,EKBEV,WPT,EKBEV,-34.19993333,18.53279722
ZA,CT1T1,WPT,CT1T1,-34.17048889,18.66696667
ZA,IBGEL,WPT,IBGEL,-34.28196389,18.70251944
ZA,UTIRO,WPT,UTIRO,-34.1409,18.80104167
ZA,CT1F1,WPT,CT1F1,-34.06912778,18.634725
ZA,CT1SD,WPT,CT1SD,-34.02971064,18.62220036
ZA,RW01,WPT,RW01,-33.98773889,18.60889167
ZA,CT1M1,WPT,CT1M1,-33.92962514,18.59046842
ZA,CT1M2,WPT,CT1M2,-33.97030833,18.30447778
ZA,ETMOT,WPT,&nbsp;,-32.96057778,27.60383333
ZA,IBMON,WPT,IBMON,-33.07356389,27.50233611
ZA,OKBUR,WPT,OKBUR,-33.15905278,27.63661389
ZA,EL1T1,WPT,EL1T1,-33.05981667,27.62020556
ZA,EL1F1,WPT,EL1F1,-33.04827778,27.7184
ZA,EL1MP,WPT,EL1MP,-33.03721111,27.81192222
ZA,EL1M1,WPT,EL1M1,-33.01829722,27.96827778
ZA,EL1M2,WPT,EL1M2,-33.18521389,27.99699167
ZA,EGRAL,WPT,EGRAL,-33.11066111,28.04391667
ZA,IMVAV,WPT,IMVAV,-32.99723611,28.14476389
ZA,UTABU,WPT,UTABU,-32.91229167,28.01024167
ZA,EL2T1,WPT,EL2T1,-33.01147778,28.02706111
ZA,EL2F1,WPT,EL2F1,-33.02326111,27.92894722
ZA,EL2MP,WPT,EL2MP,-33.03476944,27.832475
ZA,EL2M1,WPT,EL2M1,-33.05326667,27.67602222
ZA,EL2M2,WPT,EL2M2,-33.22867222,27.70516111
ZA,AVEPA,WPT,AVEPA,-32.69848306,26.36846972
ZA,FO1M1,WPT,FO1M1,-32.78335167,26.79054306
ZA,FO1T1,WPT,FO1T1,-32.79863139,26.37337278
ZA,TEXER,WPT,TEXER,-32.80272,26.25479167
ZA,UVGED,WPT,UVGED,-32.89877833,26.378285
ZA,FO1F1,WPT,FO1F1,-32.79513833,26.47218333
ZA,FO1SD,WPT,FO1SD,-32.793005,26.53146667
ZA,RW11,WPT,RW11,-32.79156722,26.57098722
ZA,UVKIX,WPT,UVKIX,-32.68881028,26.81664389
ZA,FO2T1,WPT,FO2T1,-32.78224,26.82146778
ZA,GEXUN,WPT,GEXUN,-32.77811194,26.93206361
ZA,ANVOB,WPT,ANVOB,-32.87566806,26.82630194
ZA,FO2F1,WPT,FO2F1,-32.78726833,26.68716694
ZA,RW29,WPT,RW29,-32.79107389,26.58445889
ZA,FO2M1,WPT,FO2M1,-32.79867167,26.37705028
ZA,ATUDI,WPT,ATUDI,-33.91146667,22.05846667
ZA,GG1T1,WPT,GG1T1,-34.01153056,22.06539444
ZA,EGMEP,WPT,EGMEP,-34.12553333,21.79078611
ZA,UTELU,WPT,UTELU,-34.1117,22.06688056
ZA,GG1F1,WPT,GG1F1,-34.00950278,22.25134722
ZA,RW11,WPT,RW11,-34.00591667,22.36639444
ZA,GG1M1,WPT,GG1M1,-34.00248806,22.47655278
ZA,GG1M2,WPT,GG1M2,-34.12871969,22.48248356
ZA,IMPEG,WPT,IMPEG,-33.99338889,22.74404306
ZA,ETLAG,WPT,ETLAG,-33.998175,22.60382694
ZA,TILAS,WPT,TILAS,-34.11496944,22.60949
ZA,GG2F1,WPT,GG2F1,-34.00149722,22.50365889
ZA,RW29,WPT,RW29,-34.00518972,22.38932444
ZA,GG2M1,WPT,GG2M1,-34.01059444,22.21562583
ZA,GG2M2,WPT,GG2M2,-34.18443194,22.22326944
ZA,GG362,WPT,GG362,-33.80915461,22.49171267
ZA,GG364,WPT,GG364,-34.11094097,22.22395261
ZA,UDGOM,WPT,UDGOM,-28.93605833,30.64693056
ZA,GY2T1,WPT,GY2T1,-28.99135833,30.71814444
ZA,IBLUX,WPT,IBLUX,-28.92870556,30.78098333
ZA,ETMUP,WPT,ETMUP,-29.04662222,30.78943056
ZA,GY2F1,WPT,GY2F1,-29.05398611,30.655225
ZA,GY2MP,WPT,GY2MP,-29.11032222,30.59853611
ZA,GY2T2,WPT,GY2T2,-29.02308889,30.68627778
ZA,GY2F2,WPT,GY2F2,-29.08796389,30.62104444
ZA,ETBAB,WPT,ETBAB,-28.99048611,24.87966389
ZA,KM361,WPT,KM361,-28.73246944,24.76494444
ZA,KM362,WPT,KM362,-28.55536667,25.29099167
ZA,UVKIS,WPT,UVKIS,-28.990975,24.65160278
ZA,NIDUN,WPT,NIDUN,-29.09103333,24.76590278
ZA,KM1T1,WPT,KM1T1,-28.99077778,24.76563333
ZA,KM1F1,WPT,KM1F1,-28.90684722,24.76540833
ZA,KM1MP,WPT,KM1MP,-28.82026667,24.765175
ZA,KM1M1,WPT,KM1M1,-28.76812222,24.76503611
ZA,GADSO,WPT,GADSO,-28.62452222,24.87829444
ZA,KM2T1,WPT,KM2T1,-28.62479722,24.76466389
ZA,IBSIX,WPT,IBSIX,-28.52453333,24.7644
ZA,UNKUR,WPT,UNKUR,-28.624975,24.65103056
ZA,KM2F1,WPT,KM2F1,-28.70873056,24.76488333
ZA,KM2SD,WPT,KM2SD,-28.75004722,24.76498056
ZA,KM2MP,WPT,KM2MP,-28.79318611,24.76510278
ZA,KM2M1,WPT,KM2M1,-28.860025,24.76528333
ZA,LA1N1,WPT,LA1N1,-25.99937222,27.67108889
ZA,LA1T1,WPT,LA1T1,-26.08123333,27.75303056
ZA,LA1N2,WPT,LA1N2,-26.15525556,27.66235278
ZA,LA1N3,WPT,LA1N3,-26.16304444,27.83508611
ZA,LA1F1,WPT,LA1F1,-26.02353611,27.82358333
ZA,LA1MP,WPT,LA1MP,-25.94828889,27.91543056
ZA,LA2N1,WPT,LA2N1,-25.8793315,27.83787392
ZA,LA2N2,WPT,LA2N2,-25.82278508,27.90590144
ZA,LA2T1,WPT,LA2T1,-25.86292778,27.99594294
ZA,LA2R1,WPT,LA2R1,-25.86083333,27.94112961
ZA,LA2F1,WPT,LA2F1,-25.89516111,27.87426186
ZA,LA2RC,WPT,LA2RC,-25.86095556,27.94463792
ZA,RW25,WPT,RW25,-25.93043056,27.93693958
ZA,LA1N2,WPT,LA1N2,-26.15525556,27.66235278
ZA,LE1N1,WPT,LE1N1,-29.73825556,30.85232778
ZA,LE1T1,WPT,LE1T1,-29.80422222,30.95129722
ZA,LE1N2,WPT,LE1N2,-29.890575,30.87564167
ZA,LE1N3,WPT,LE1N3,-29.87011944,31.0504
ZA,LE1F1,WPT,LE1F1,-29.73619167,31.01079444
ZA,LE1MP,WPT,LE1MP,-29.63037222,31.10311389
ZA,LE1M1,WPT,LE1M1,-29.49873333,31.21759722
ZA,LE1M2,WPT,LE1M2,-29.607775,31.38203333
ZA,LE2N1,WPT,LE2N1,-29.484725,31.38565
ZA,LE2T1,WPT,LE2T1,-29.41907778,31.28668333
ZA,LE2N2,WPT,LE2N2,-29.33246944,31.36165
ZA,LE2N3,WPT,LE2N3,-29.35336111,31.18784444
ZA,LE2F1,WPT,LE2F1,-29.48725278,31.22757222
ZA,LE2MP,WPT,LE2MP,-29.59848889,31.13087778
ZA,LE2M1,WPT,LE2M1,-29.72472222,31.02080556
ZA,LE2M2,WPT,LE2M2,-29.83401111,31.18536944
ZA,ESPUB,WPT,ESPUB,-33.142175,18.05599722
ZA,LW1T1,WPT,LW1T1,-33.14260556,18.16191944
ZA,IMTUG,WPT,IMTUG,-33.23321111,18.15968333
ZA,UDPAN,WPT,UDPAN,-33.14593889,18.26784722
ZA,LW1F1,WPT,LW1F1,-33.06022778,18.16401944
ZA,LW1MP,WPT,LW1MP,-32.97926944,18.16604444
ZA,LW1M1,WPT,LW1M1,-32.87909722,18.16854444
ZA,LW1M2,WPT,LW1M2,-32.88111389,18.32684167
ZA,UTRAP,WPT,UTRAP,-25.6624,31.44054453
ZA,MN361,WPT,MN361,-25.61778333,31.41445781
ZA,MN1T1,WPT,MN1T1,-25.54421944,31.37149378
ZA,APNUP,WPT,APNUP,-25.65749722,31.29307847
ZA,MN362,WPT,MN362,-25.613825,31.36964059
ZA,MN1F1,WPT,MN1F1,-25.50903611,31.44478703
ZA,MN1MP,WPT,MN1MP,-25.48337778,31.53243461
ZA,MN1M1,WPT,MN1M1,-25.37595556,31.67389978
ZA,UVBUV,WPT,UVBUV,-25.44154167,31.67112811
ZA,IMPUG,WPT,IMPUG,-25.31907222,31.74861519
ZA,MN2T1,WPT,MN2T1,-25.41934167,31.74553375
ZA,EGNUN,WPT,EGNUN,-25.38764444,31.85031164
ZA,OKBUD,WPT,OKBUD,-25.49793611,31.81418533
ZA,MN2F1,WPT,MN2F1,-25.44575278,31.658196
ZA,MN2MP,WPT,MN2MP,-25.47213889,31.57083008
ZA,EGPAX,WPT,EGPAX,-34.45985556,20.02511111
ZA,IBMAV,WPT,IBMAV,-34.32053333,20.05647778
ZA,TEVUS,WPT,TEVUS,-34.34638056,20.22430833
ZA,OB1T1,WPT,OB1T1,-34.40315833,20.12477778
ZA,OB1F1,WPT,OB1F1,-34.47193611,20.18187222
ZA,OB1SD,WPT,OB1SD,-34.502,20.20686667
ZA,RW17,WPT,RW17,-34.55416389,20.25028889
ZA,OB1M1,WPT,OB1M1,-34.62288333,20.30759167
ZA,OB1M2,WPT,OB1M2,-34.69393056,20.18281944
ZA,AVOBI,WPT,AVOBI,-34.78539722,20.29600833
ZA,DUTLI,WPT,DUTLI,-34.81085,20.46493611
ZA,UVIXI,WPT,UVIXI,-34.67147222,20.49560278
ZA,OB2T1,WPT,OB2T1,-34.72847778,20.39587222
ZA,OB2F1,WPT,OB2F1,-34.65980278,20.338425
ZA,RWY35,WPT,RWY35,-34.57724722,20.26952222
ZA,OB2M1,WPT,OB2M1,-34.50851111,20.21228333
ZA,OB2M2,WPT,OB2M2,-34.577575,20.09093056
ZA,SUPON,WPT,"&nbsp;

FAOR RNAV GNSS",-26.73530833,28.07061389
ZA,VEKOP,WPT,"&nbsp;

FAOR RNAV GNSS",-26.61272222,27.90858889
ZA,ETLIG,WPT,"&nbsp;

FAOR RNAV GNSS",-26.69666667,28.28305556
ZA,JS2T1,WPT,JS2T1,-26.65482222,28.09575833
ZA,JS2F1,WPT,JS2F1,-26.28819444,28.20986111
ZA,JS2MP,WPT,JS2MP,-26.16477222,28.24811389
ZA,JS2M1,WPT,JS2M1,-25.98611667,28.30335
ZA,JS2M2,WPT,JS2M2,-26.03366111,28.49248333
ZA,JS017,WPT,JS017,-26.51537222,28.33301944
ZA,NIGOS,WPT,NIGOS,-25.84195278,28.34780556
ZA,ETGAV,WPT,"&nbsp;

FAOR RNAV GNSS",-25.95632778,28.45729722
ZA,UVLOG,WPT,"&nbsp;

FAOR RNAV GNSS",-25.88851111,28.18878056
ZA,JS3T1,WPT,JS3T1,-25.92248056,28.32298889
ZA,JS3F1,WPT,JS3F1,-26.01275556,28.29510833
ZA,JS3MP,WPT,JS3MP,-26.13517778,28.25727778
ZA,JS3M1,WPT,JS3M1,-26.29022778,28.20923333
ZA,JS3M2,WPT,JS3M2,-26.34783889,28.43859444
ZA,PE361,WPT,&nbsp;,-33.76218911,25.34697611
ZA,APKAS,WPT,&nbsp;,-34.14468883,25.30799958
ZA,UTSIR,WPT,&nbsp;,-34.00663889,25.346975
ZA,NERUR,WPT,&nbsp;,-34.17697222,25.47376944
ZA,UNKIL,WPT,&nbsp;,-34.09182414,25.41030947
ZA,PE1F1,WPT,PE1F1,-34.03905,25.51262328
ZA,PE1MP,WPT,PE1MP,-33.99299722,25.60167222
ZA,PE1M1,WPT,PE1M1,-33.95267222,25.67946944
ZA,PE1M2,WPT,PE1M2,-34.06324444,25.76209036
ZA,TESUP,WPT,&nbsp;,-33.80226944,25.74189444
ZA,UNRAD,WPT,&nbsp;,-33.97240556,25.868775
ZA,TIBIP,WPT,&nbsp;,-33.88735611,25.80527319
ZA,DURKI,WPT,DURKI,-33.83440556,25.90721192
ZA,PE2F1,WPT,PE2F1,-33.94030833,25.70327222
ZA,PE2MP,WPT,PE2MP,-33.984425,25.61821667
ZA,PE2M1,WPT,PE2M1,-34.02558889,25.53870078
ZA,PE2M2,WPT,PE2M2,-34.13614722,25.621415
ZA,DUDMA,WPT,DUDMA,-29.35538333,30.17526667
ZA,NIBAL,WPT,NIBAL,-29.50168889,30.26744444
ZA,ESTEX,WPT,ESTEX,-29.39896111,30.41800278
ZA,PM1F1,WPT,PM1F1,-29.55441667,30.3144
ZA,PM1F2,WPT,PM1F2,-29.58208889,30.339075
ZA,PM1MP,WPT,PM1MP,-29.63453889,30.38588056
ZA,THR16,WPT,THR16,-29.64343056,30.39382222
ZA,NEXAB,WPT,"&nbsp;

FAPM RNAV GNSS",-29.68301944,30.67215556
ZA,AVUSO,WPT,AVUSO,-29.95056111,30.55474722
ZA,NIGIL,WPT,NIGIL,-29.78603056,30.52143333
ZA,PM2F1,WPT,PM2F1,-29.72021389,30.462475
ZA,PM2MP,WPT,PM2MP,-29.65436944,30.40359444
ZA,EPRUP,WPT,EPRUP,-23.92648778,29.25136864
ZA,PP1T1,WPT,PP1T1,-23.98821508,29.33743081
ZA,IMGAK,WPT,IMGAK,-24.06730883,29.27023147
ZA,UDBIM,WPT,UDBIM,-24.04989353,29.42357506
ZA,PP1T2,WPT,PP1T2,-23.94201944,29.37662778
ZA,PP1F1,WPT,PP1F1,-23.91828794,29.39675236
ZA,PP1MP,WPT,PP1MP,-23.86419211,29.44258619
ZA,RW05,WPT,RW05,-23.85880908,29.44714433
ZA,PP1M1,WPT,PP1M1,-23.78896944,29.50627778
ZA,PP1M2,WPT,PP1M2,-23.70159,29.38438311
ZA,IXEPI,WPT,IXEPI,-27.57916667,22.95733333
ZA,XATKU,WPT,XATKU,-27.38083333,23.4075
ZA,UNGEX,WPT,UNGEX,-27.725,23.04866667
ZA,XASMI,WPT,XASMI,-27.6295,23.4725
ZA,IMSUL,WPT,IMSUL,-27.34316667,24.3685
ZA,UVMAP,WPT,UVMAP,-27.51149914,22.82508425
ZA,TEVUD,WPT,TEVUD,-27.42743925,22.87674517
ZA,GADPA,WPT,GADPA,-27.44193003,22.98295206
ZA,SS1T1,WPT,SS1T1,-27.50236033,22.91824119
ZA,SS1F1,WPT,SS1F1,-27.56229622,22.95145919
ZA,SS1MP,WPT,SS1MP,-27.63690675,22.99284878
ZA,UTREX,WPT,UTREX,-24.97222222,31.25502778
ZA,SZ1N1,WPT,SZ1N1,-24.89183056,31.46706306
ZA,SZ1T1,WPT,SZ1T1,-24.86394444,31.54035806
ZA,SZ1F1,WPT,SZ1F1,-24.91038611,31.56346361
ZA,SZ1MP,WPT,SZ1MP,-24.95530278,31.58582722
ZA,SZ1M1,WPT,SZ1M1,-25.0154,31.42792778
ZA,GETIM,WPT,GETIM,-25.09298889,31.555925
ZA,SZ2T1,WPT,SZ2T1,-25.05868333,31.63736556
ZA,SZ2F1,WPT,SZ2F1,-25.01225278,31.61420694
ZA,SZ2MP,WPT,SZ2MP,-24.96733889,31.59182361
ZA,GEVUX,WPT,GEVUX,-26.96297222,22.47563361
ZA,EGSUV,WPT,EGSUV,-27.01715,22.31107278
ZA,TIKIG,WPT,TIKIG,-27.01691389,22.40438278
ZA,TW1F1,WPT,TW1F1,-27.11103333,22.44304806
ZA,TW1F2,WPT,TW1F2,-27.1424,22.45594833
ZA,TW1MP,WPT,TW1MP,-27.18945833,22.47531972
ZA,NEVUL,WPT,NEVUL,-27.44253889,22.48598278
ZA,IBMES,WPT,IBMES,-27.38855833,22.55746639
ZA,UTSIT,WPT,UTSIT,-27.38815833,22.65108444
ZA,TW2F1,WPT,TW2F1,-27.294475,22.51860806
ZA,TW2MP,WPT,TW2MP,-27.21606111,22.48627611
ZA,UP1N1,WPT,UP1N1,-28.66302778,21.31502222
ZA,UP1T1,WPT,UP1T1,-28.57105,21.36024722
ZA,UP1N2,WPT,UP1N2,-28.52615,21.46177778
ZA,UP1F1,WPT,UP1F1,-28.49631944,21.31793333
ZA,UP1MP,WPT,UP1MP,-28.41938889,21.27444444
ZA,UTURA,WPT,UTURA,-31.40564444,28.30768389
ZA,ESTUB,WPT,ESTUB,-31.57115,28.38144306
ZA,OKDUX,WPT,OKDUX,-31.34235556,28.50054806
ZA,DUNVI,WPT,DUNVI,-31.45676667,28.44106556
ZA,UT1T2,WPT,UT1T2,-31.47988889,28.50142611
ZA,UT1F1,WPT,UT1F1,-31.49765556,28.54782972
ZA,UT1F2,WPT,UT1F2,-31.52461389,28.61822583
ZA,RW14,WPT,RW14,-31.54163889,28.6627475
ZA,USUNI,WPT,USUNI,-31.74704722,28.84262528
ZA,IMPAP,WPT,IMPAP,-31.63266111,28.90236583
ZA,TILET,WPT,TILET,-31.68364167,29.03614361
ZA,EGPEB,WPT,EGPEB,-31.51825,28.96196583
ZA,UT2F1,WPT,UT2F1,-31.59164722,28.79480194
ZA,RW32,WPT,RW32,-31.55085278,28.68788472
ZA,IMSOL,WPT,IMSOL,-25.74413992,28.39269386
ZA,WB2T1,WPT,WB2T1,-25.65983706,28.37844017
ZA,TIKUT,WPT,TIKUT,-25.58467022,28.38212222
ZA,ETUPU,WPT,ETUPU,-25.66429167,28.48895389
ZA,WB2F1,WPT,WB2F1,-25.65609722,28.28626111
ZA,RW29,WPT,RW29,-25.65382778,28.23097778
ZA,WB2M1,WPT,WB2M1,-25.57020433,28.29117278
ZA,NIGOS,WPT,&nbsp;,-25.84195278,28.34780556
ZA,UVMAV,WPT,UVMAV,-25.9893,28.15387222
ZA,WK1T1,WPT,WK1T1,-25.97768889,28.24545278
ZA,OKNUM,WPT,OKNUM,-26.06045556,28.25833889
ZA,IMPUT,WPT,IMPUT,-25.96601944,28.33701667
ZA,WK1F1,WPT,WK1F1,-25.89491944,28.23258611
ZA,WK1MP,WPT,WK1MP,-25.84408611,28.22469167
ZA,WK1M1,WPT,WK1M1,-25.72824167,28.20672778
ZA,WK1M2,WPT,WK1M2,-25.70818056,28.36388333
ZA,DUVGO,WPT,&nbsp;,-25.6646,28.29001111
ZA,WK2T1,WPT,WK2T1,-25.67623889,28.198675
ZA,OKMES,WPT,OKMES,-25.59346389,28.18586944
ZA,UNGEL,WPT,UNGEL,-25.68782222,28.10731944
ZA,WK2F1,WPT,WK2F1,-25.75939722,28.21155556
ZA,WK2MP,WPT,WK2MP,-25.814125,28.22004167
ZA,WK2M1,WPT,WK2M1,-25.93000556,28.23803889
ZA,WK2M2,WPT,WK2M2,-25.90823333,28.40826111
ZA,ERDAT,WPT,ERDAT,-25.79111111,28.33666667
